"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,1.30420940970962,0.483,0.201,0,"2","PTGFRN"
0,1.79671762711004,0.496,0.216,0,"2","PTN"
0,1.7954180805336,0.406,0.129,0,"2","LRRC15"
0,1.78050400808222,0.949,0.674,0,"2","FBN1"
0,1.28311067352586,0.419,0.145,0,"2","GALNT15"
0,1.71891304429735,0.34,0.067,0,"2","KCNMA1"
0,1.62318400622046,0.398,0.125,0,"2","SPON1"
0,2.3670606330316,0.338,0.068,0,"2","COL8A2"
0,0.781176647846833,0.857,0.59,0,"2","DPYSL3"
0,2.27633568058149,0.349,0.082,0,"2","TUBB2B"
0,3.13098216818794,0.295,0.032,0,"2","PAMR1"
0,0.821447462651058,0.952,0.703,0,"2","CRIP1"
0,1.46142809101681,0.324,0.082,0,"2","CILP"
0,1.60050421595275,0.991,0.751,0,"2","FSTL1"
0,1.79981297262162,0.333,0.094,0,"2","CPZ"
0,1.01917632199889,0.943,0.712,0,"2","PPIC"
0,0.593799589196917,0.994,0.768,0,"2","FN1"
0,1.82721617891706,0.29,0.066,0,"2","SEMA3B"
0,2.52056598990603,0.277,0.056,0,"2","PTHLH"
0,0.841959742983024,0.938,0.72,0,"2","ARL6IP5"
0,2.29368571379362,0.278,0.072,0,"2","EMILIN2"
0,0.728933778202878,0.945,0.74,0,"2","VKORC1"
0,0.69465536256437,0.922,0.726,0,"2","P4HB"
0,0.781768272829265,0.987,0.799,0,"2","LGALS1"
0,0.816335182759733,1,0.813,0,"2","COL6A2"
0,1.01004088524998,0.98,0.793,0,"2","TIMP2"
0,0.882599967298344,0.941,0.777,0,"2","PRSS23"
0,1.03628615220289,0.991,0.838,0,"2","HTRA1"
0,0.679642391333843,0.982,0.875,0,"2","LAPTM4A"
0,0.657879420896172,0.977,0.871,0,"2","ANXA5"
0,0.6291553283929,0.991,0.896,0,"2","PSAP"
0,1.54974622161216,0.9,0.811,0,"2","CLEC3B"
0,0.627462950328062,0.994,0.919,0,"2","PPIB"
0,0.733368648154769,0.994,0.923,0,"2","S100A10"
0,0.537510902461727,0.996,0.938,0,"2","CD63"
0,1.00417251155459,0.997,0.943,0,"2","SPARC"
0,0.88986916469452,0.995,0.941,0,"2","CD99"
0,0.617827471010865,0.996,0.951,0,"2","FTL"
0,1.08802883221739,1,0.956,0,"2","CST3"
0,0.72171599482641,0.998,0.964,0,"2","S100A6"
4.10672498097937e-306,0.663171998167552,0.945,0.723,1.26499449589108e-301,"2","NENF"
2.25963027675559e-305,1.51270379702693,0.678,0.4,6.96033914149025e-301,"2","PROCR"
6.09159876468766e-305,0.648532449767924,0.827,0.435,1.87639516748674e-300,"2","PDGFRA"
1.48599736938581e-304,0.712379705895463,0.585,0.261,4.57731769691912e-300,"2","ITGBL1"
1.13678546795538e-303,1.06482245440668,0.913,0.684,3.50164027694296e-299,"2","CCN2"
2.54398214680348e-303,0.839238034589438,0.84,0.579,7.83622820679877e-299,"2","DDAH2"
2.62349181882919e-303,0.723332735106625,0.893,0.56,8.08114184953956e-299,"2","NUPR1"
9.13165858535051e-303,0.504940780718754,0.994,0.935,2.81282479404552e-298,"2","CD81"
4.64764719850394e-302,1.27113598580018,0.727,0.454,1.43161476655517e-297,"2","CTHRC1"
1.98034493651269e-300,1.33390157245142,0.428,0.164,6.10005650794003e-296,"2","BAG2"
1.40038449210088e-296,1.3406142871544,0.43,0.168,4.31360435101834e-292,"2","PALM"
2.47897427576289e-295,0.755977432552109,0.7,0.355,7.63598446163243e-291,"2","SRPX"
4.1464202191849e-295,0.60156283673912,0.994,0.742,1.27722182011552e-290,"2","SERPING1"
4.45389201193267e-293,0.807785871138676,0.841,0.539,1.37193235643562e-288,"2","LTBP3"
4.42042789813471e-291,0.613721137085022,0.977,0.872,1.36162440546244e-286,"2","ANXA1"
1.05046787832536e-287,1.03807349769112,0.555,0.258,3.2357562056056e-283,"2","RGS10"
1.38852835348911e-286,1.41633219719018,0.359,0.123,4.27708388725251e-282,"2","CYS1"
5.84293688154309e-285,0.981251597227817,0.67,0.359,1.79979984762172e-280,"2","GPX8"
3.49090392260398e-284,0.721375094146184,0.885,0.628,1.0753031352797e-279,"2","PLD3"
1.97929242806018e-283,1.15867024731876,0.633,0.335,6.09681446615376e-279,"2","AKAP12"
5.20423916573656e-281,1.07597189103556,0.466,0.2,1.60306179022183e-276,"2","GAS7"
1.10023727824242e-278,1.07086944857458,0.583,0.28,3.38906088817014e-274,"2","CHPF"
5.37217510508931e-278,0.798378012634901,0.8,0.493,1.65479109762066e-273,"2","CTSF"
5.35730296432863e-277,1.03703137071795,0.612,0.313,1.65021003210215e-272,"2","MEDAG"
2.67841571502617e-275,0.587784246843654,0.705,0.375,8.2503239269951e-271,"2","PSD3"
1.37699605448218e-274,0.673481054540275,0.891,0.651,4.24156094662146e-270,"2","DST"
3.24639089984425e-273,0.882888305004495,0.624,0.312,9.99985788879025e-269,"2","NOTCH2"
2.98852642788423e-272,0.686822372266929,0.875,0.57,9.20555795581179e-268,"2","CYBA"
1.14906115879421e-271,1.14209771611848,0.486,0.212,3.5394530874338e-267,"2","P3H3"
1.79500254816698e-271,0.850681744489428,0.699,0.395,5.52914634911876e-267,"2","PLAGL1"
7.72669171684194e-270,0.791854136212751,0.787,0.488,2.38005284953882e-265,"2","ADD3"
3.21445165938376e-269,0.6895154307213,0.927,0.747,9.90147544639979e-265,"2","TUBA1A"
1.16635257596217e-267,0.599374315646311,0.967,0.836,3.59271583973628e-263,"2","GPX4"
4.01269245575448e-267,0.81518764123624,0.793,0.508,1.23602965714605e-262,"2","VEGFB"
9.29300419508139e-267,1.01314510697361,0.648,0.362,2.86252408221092e-262,"2","CMTM3"
1.87931987363286e-265,0.983996219132507,0.609,0.317,5.78886900675131e-261,"2","UGDH"
2.33660934859536e-265,1.20372804897209,0.422,0.17,7.19745777647827e-261,"2","RAB23"
3.00413942821694e-264,1.00295842576919,0.472,0.202,9.25365068073665e-260,"2","SFRP1"
2.39973780189723e-262,0.845413590275324,0.716,0.405,7.39191235118403e-258,"2","GLT8D2"
5.23968169089267e-262,0.869244743166565,0.65,0.336,1.61397915124567e-257,"2","LINC00632"
2.99500995098327e-258,1.02947955865512,0.441,0.186,9.22552915201376e-254,"2","C12orf75"
2.4235424497556e-257,0.708381652891867,0.722,0.422,7.46523780798217e-253,"2","CELF2"
2.45736100304409e-257,0.512244682509099,0.472,0.197,7.5694090976767e-253,"2","SLIT3"
2.01722880735674e-256,1.19329105353541,0.342,0.121,6.21366989530096e-252,"2","SPOCK1"
1.90723719113159e-254,0.903731859695033,0.697,0.422,5.87486271984265e-250,"2","NT5E"
3.25345198634505e-254,1.84564390042954,0.291,0.096,1.00216081535386e-249,"2","SCG2"
9.47281250254126e-254,1.54869110401491,0.324,0.115,2.91791043515778e-249,"2","P4HA3"
1.04037565718372e-253,0.838972268442343,0.656,0.35,3.20466913682302e-249,"2","RNASE4"
1.34061047787148e-253,0.664819011480533,0.93,0.753,4.12948245498752e-249,"2","CTSB"
2.97732302753151e-253,0.947729459381733,0.711,0.407,9.1710481217053e-249,"2","COL12A1"
3.58148560426144e-252,0.794141140796826,0.692,0.387,1.10320501068065e-247,"2","AKR1C1"
3.63404749840579e-252,1.14528286626607,0.405,0.162,1.11939565093393e-247,"2","STEAP2"
2.57925067549839e-249,0.71668768919716,0.858,0.633,7.94486585573768e-245,"2","CALU"
9.73619213729592e-248,1.0376282804187,0.49,0.224,2.99903926405126e-243,"2","MAP1A"
6.95967966335853e-247,1.11579639316648,0.415,0.17,2.14379012670433e-242,"2","AXL"
1.06348009714508e-246,1.64747796364587,0.42,0.189,3.275837743236e-242,"2","HSD3B7"
4.38962780764292e-246,1.15548744235385,0.447,0.196,1.35213705358825e-241,"2","TMEM106C"
8.25354684074323e-246,0.954027215287015,0.616,0.337,2.54234003335414e-241,"2","GLT8D1"
3.40349703141533e-245,0.679106716388867,0.845,0.498,1.04837919058686e-240,"2","LGALS3BP"
1.31090620388639e-243,1.04850281066792,0.477,0.216,4.03798437983125e-239,"2","MORC4"
4.57582181858003e-242,0.829804676452015,0.762,0.488,1.40949039477721e-237,"2","MMP14"
1.46911330102889e-241,0.826849744962404,0.787,0.541,4.52530970115929e-237,"2","VAT1"
1.47982802386676e-241,0.638003210743033,0.881,0.666,4.55831426191677e-237,"2","ARF4"
4.23138934298534e-241,1.12207668902098,0.545,0.281,1.30339485931977e-236,"2","METRNL"
5.357027870514e-240,0.732953610818502,0.579,0.286,1.65012529495443e-235,"2","EGFR"
2.24008037026607e-239,1.37586982362003,0.362,0.14,6.90011956453057e-235,"2","EPDR1"
4.89382034822162e-239,1.69582888497332,0.316,0.114,1.50744348186271e-234,"2","ZNF385A"
4.44995130969477e-238,0.714785742346719,0.876,0.658,1.37071850192528e-233,"2","MYADM"
2.60781476968474e-237,1.27572976881905,0.488,0.235,8.03285183505991e-233,"2","LTBP2"
3.15924161143196e-237,0.783676036517665,0.69,0.392,9.73141193569388e-233,"2","SGCE"
2.05574070065015e-235,0.749105245068661,0.768,0.499,6.33229808021266e-231,"2","FKBP10"
8.88725324999664e-235,0.74853885645702,0.587,0.292,2.73754061859647e-230,"2","HSPB6"
3.49507230377993e-233,0.939059561200164,0.541,0.269,1.07658712173333e-228,"2","CRISPLD1"
4.95276615279043e-232,1.34534199180789,0.301,0.105,1.52560055804404e-227,"2","FIBIN"
9.96941805176205e-231,1.10113040846774,0.392,0.16,3.07087984248426e-226,"2","SFRP2"
1.43449638702016e-230,1.29575940656905,0.29,0.098,4.41867922093819e-226,"2","ANGPTL5"
6.99035672071952e-229,0.606376463933789,0.92,0.726,2.15323958068323e-224,"2","RRBP1"
1.02422380767772e-227,1.2703242647523,0.309,0.11,3.15491659478968e-223,"2","AGTR1"
8.56291549306697e-227,1.21488039960293,0.396,0.169,2.63763485932942e-222,"2","SRPX2"
3.87249307960554e-225,0.674008073651971,0.678,0.375,1.19284404331089e-220,"2","CFB"
6.4498089540623e-225,1.11062375077136,0.396,0.167,1.98673465211981e-220,"2","GPSM2"
7.5063405399271e-225,0.984465810496925,0.487,0.232,2.31217807651374e-220,"2","GFPT2"
6.49962074367075e-224,0.635665466534777,0.862,0.638,2.0020781776729e-219,"2","PAM"
1.54782912610823e-222,1.51145442018282,0.343,0.138,4.76777805715118e-218,"2","SCRG1"
2.2083316636774e-222,1.0459543052773,0.551,0.297,6.80232402362551e-218,"2","RAB32"
8.30057873169484e-221,0.999157179692672,0.608,0.347,2.55682726672396e-216,"2","UAP1"
1.47399590842951e-220,0.736536168905884,0.535,0.26,4.54034959673542e-216,"2","CLMP"
2.74158340645784e-219,0.751627494002124,0.716,0.443,8.44489936691208e-215,"2","FGFR1"
3.6784748378519e-218,0.582510503214495,0.934,0.751,1.13308060430352e-213,"2","PMP22"
1.22684809554001e-217,0.939549228950488,0.373,0.153,3.7790601886919e-213,"2","SMOC1"
2.68614098444239e-216,0.533256194249563,0.863,0.559,8.27412007437791e-212,"2","EPB41L2"
7.26877329221565e-216,1.01045357574916,0.471,0.222,2.23900023720119e-211,"2","PLBD1"
1.99735859381582e-214,1.4629272582493,0.345,0.142,6.15246367653087e-210,"2","EDIL3"
2.15489553115885e-214,0.612116577703224,0.894,0.705,6.63772470462861e-210,"2","PRDX4"
2.6467132117991e-214,0.794861893836371,0.678,0.408,8.15267070630476e-210,"2","MAGED1"
3.2653095210297e-214,0.502834036329881,0.412,0.175,1.00581329176278e-209,"2","LAMA2"
5.69255479322378e-214,1.22576409067672,0.361,0.148,1.75347765295672e-209,"2","ARL4D"
4.27543486929574e-210,1.16941136173565,0.357,0.147,1.31696220278917e-205,"2","PKDCC"
5.98131732214493e-210,0.708565467976878,0.511,0.25,1.8424251747403e-205,"2","CDO1"
2.68437788792662e-208,0.642534731419858,0.852,0.648,8.26868920818036e-204,"2","LIMA1"
5.57401977223548e-208,0.745835173422973,0.746,0.494,1.7169653104417e-203,"2","GOLIM4"
7.35994217547371e-208,0.791160557731516,0.668,0.4,2.26708298831117e-203,"2","OAT"
2.46171547450988e-207,0.843828902602558,0.579,0.312,7.58282217613279e-203,"2","TP53I13"
4.29008397586727e-207,0.67177759595992,0.83,0.614,1.3214745670864e-202,"2","KDELR2"
1.64753366646465e-206,0.689119848341064,0.477,0.221,5.07489795281108e-202,"2","FBLN5"
2.31989702626789e-205,0.710423083492772,0.789,0.556,7.14597881001297e-201,"2","CTSA"
3.39861892988068e-205,0.82517982102703,0.346,0.139,1.04687658897115e-200,"2","PRUNE2"
7.72997376098241e-205,0.973323907422172,0.521,0.276,2.38106381759541e-200,"2","CD276"
2.43547953379184e-204,1.28214419134644,0.288,0.106,7.50200760793901e-200,"2","AC099560.1"
7.27051968305028e-204,0.836028778631037,0.506,0.252,2.23953817796998e-199,"2","KHDRBS3"
1.56652591611579e-203,0.808188497390203,0.719,0.477,4.82536977941147e-199,"2","PIGT"
1.1272728982406e-202,0.86336933297335,0.538,0.279,3.47233870845051e-198,"2","ITM2C"
4.73140924443137e-202,1.2782063577779,0.275,0.098,1.4574159895622e-197,"2","AC012636.1"
1.14624783814534e-201,0.793875688019606,0.666,0.409,3.53078721583908e-197,"2","CKAP4"
1.07538986075367e-199,0.565467299772863,0.629,0.368,3.31252338807953e-195,"2","CAMK1D"
1.32773982505465e-199,1.4661255407782,0.259,0.091,4.08983698311584e-195,"2","ANOS1"
4.3204266576551e-199,0.805858217390284,0.582,0.319,1.3308210233575e-194,"2","PLAU"
4.44650213241459e-199,0.870854426045806,0.487,0.241,1.36965605184767e-194,"2","APBB1IP"
1.87654845188517e-198,1.06167326259034,0.411,0.189,5.7803321963419e-194,"2","ARL4C"
7.70941153028201e-198,1.35052511575056,0.279,0.101,2.37473003367277e-193,"2","PXYLP1"
1.42762104659486e-197,0.724224788962949,0.644,0.367,4.39750110982614e-193,"2","LTBP1"
8.7097562741915e-197,0.509337266600885,0.929,0.762,2.68286622513921e-192,"2","SSR2"
1.30634228834677e-196,0.83685148162348,0.607,0.347,4.02392615079456e-192,"2","FKBP7"
1.33491323158278e-193,1.2277610648572,0.291,0.11,4.11193322724445e-189,"2","MBP"
1.40353170732788e-193,0.542442722935922,0.952,0.793,4.32329871808207e-189,"2","S100A13"
6.99927075200297e-192,1.05211798772407,0.357,0.152,2.15598536973948e-187,"2","CREB3L1"
8.65124982198028e-192,0.560870605955231,0.904,0.72,2.66484448266458e-187,"2","GRN"
5.0002367329144e-191,0.712397061501587,0.697,0.435,1.54022292083962e-186,"2","GOLM1"
6.35056297353653e-191,0.786106411891051,0.654,0.399,1.95616391273846e-186,"2","P3H1"
9.47358018615797e-191,1.16533906894045,0.382,0.172,2.91814690474224e-186,"2","KIAA0930"
9.08316356249494e-190,1.01471970949623,0.299,0.115,2.79788687215532e-185,"2","LINC00882"
9.35856575454162e-189,0.859392630773729,0.464,0.227,2.88271900937145e-184,"2","GLIPR1"
1.04010399753939e-188,0.567704507293177,0.884,0.706,3.20383234362059e-184,"2","LAMP1"
1.19876835382586e-187,0.887414988486308,0.472,0.237,3.69256616028979e-183,"2","TMEM159"
1.54138348626127e-187,0.896950203014704,0.407,0.185,4.74792355273059e-183,"2","IL11RA"
8.16008332461285e-186,0.678197808633975,0.809,0.557,2.5135504664805e-181,"2","CTSL"
1.13296193794387e-185,0.783722570315986,0.492,0.247,3.48986265744851e-181,"2","TWIST1"
3.17202680908595e-185,0.542028367871178,0.785,0.473,9.77079418002745e-181,"2","IFI27L2"
6.37789418548458e-185,0.897279030041884,0.481,0.247,1.96458274595482e-180,"2","MARVELD1"
1.07118383439005e-184,0.523762925374029,0.878,0.656,3.29956756507168e-180,"2","DAB2"
6.23238147537367e-184,0.726619024309908,0.5,0.252,1.91976046585935e-179,"2","FAT1"
7.43361820457013e-184,0.852303689523134,0.277,0.101,2.28977741555374e-179,"2","CHRDL1"
1.49360257863626e-183,1.29695812525024,0.271,0.101,4.60074402297327e-179,"2","CRLF1"
8.88014239078945e-183,0.568243484095757,0.844,0.629,2.73535026063487e-178,"2","MYDGF"
1.8622314275884e-182,0.856401148523887,0.478,0.247,5.73623146640053e-178,"2","DSE"
5.8642955227916e-181,1.28997678361586,0.322,0.135,1.8063789498855e-176,"2","BIN1"
6.74490912300621e-181,0.9059480530711,0.393,0.18,2.0776343571596e-176,"2","OSR2"
2.1044243442485e-180,0.863429121522269,0.323,0.135,6.48225830758866e-176,"2","FGF14"
1.32211375472117e-179,0.953325501379634,0.278,0.105,4.07250699866761e-175,"2","CACNB4"
7.48886707382068e-179,0.622254309162859,0.839,0.642,2.30679572474898e-174,"2","TMED9"
4.5530003366657e-178,0.660124369936707,0.739,0.487,1.40246069370314e-173,"2","CD47"
7.41801575950721e-178,0.716789507548447,0.496,0.252,2.28497139440101e-173,"2","HSPB2"
1.77224397624835e-177,0.821279159333672,0.483,0.251,5.45904312003778e-173,"2","ACVR1"
3.12251797129687e-177,0.840763774271074,0.438,0.213,9.61829210698574e-173,"2","HOXC10"
5.50016241285233e-177,1.1597993448953,0.261,0.096,1.6942150280309e-172,"2","MLIP"
1.49319478028307e-176,0.614219203750884,0.824,0.61,4.59948788170595e-172,"2","HEXA"
4.13554592657322e-176,1.16470858904035,0.317,0.132,1.27387221176235e-171,"2","SERTAD4"
6.07018988375827e-175,0.844468437674444,0.519,0.283,1.86980058989406e-170,"2","GPX7"
2.32249996269372e-174,0.58524695273689,0.823,0.612,7.15399663508548e-170,"2","RTL8C"
4.14540346240936e-172,0.672622153532244,0.595,0.356,1.27690862852596e-167,"2","HIVEP2"
4.11408156116058e-171,1.05916992939944,0.276,0.108,1.26726054328429e-166,"2","DENND2A"
4.38561500449974e-171,0.64605011667787,0.521,0.273,1.35090098983606e-166,"2","TMEM119"
4.61482378415049e-171,0.936489825596093,0.429,0.213,1.42150417023187e-166,"2","C11orf24"
3.52176448893531e-170,0.511337814414987,0.883,0.693,1.08480911552674e-165,"2","OSTC"
5.30824952264596e-170,0.982112837640419,0.421,0.208,1.63510010046063e-165,"2","SNX21"
3.14607309648238e-169,1.16497638198263,0.33,0.146,9.69084895909468e-165,"2","PYCR1"
3.32337718738716e-169,0.916231580660497,0.295,0.119,1.02369987503087e-164,"2","PDGFC"
1.30312512462591e-168,1.02028892888044,0.376,0.175,4.01401632138519e-164,"2","HOXA10"
1.42337304158923e-168,0.699320537185339,0.704,0.461,4.38441598000731e-164,"2","CDKN1C"
1.11160101071257e-167,0.632964110927013,0.814,0.612,3.42406459329794e-163,"2","NDFIP1"
4.59202921730541e-167,0.697342438857906,0.379,0.179,1.41448275980659e-162,"2","CEMIP"
2.68179533593243e-166,0.639811912775961,0.651,0.411,8.26073417327266e-162,"2","AK1"
2.83744969467178e-166,0.656997752318551,0.462,0.236,8.7401962944975e-162,"2","PRICKLE1"
2.12720129576693e-165,0.578780860340385,0.719,0.446,6.55241815135089e-161,"2","PLAAT4"
1.41034072346451e-164,0.535543397982941,0.863,0.672,4.34427253048775e-160,"2","CTSZ"
7.52780901918946e-164,1.35524837858631,0.268,0.106,2.31879101218093e-159,"2","AMACR"
1.24084036622563e-163,0.678158340184931,0.697,0.457,3.8221605800848e-159,"2","YIF1A"
1.26428589246294e-163,0.565334903099135,0.827,0.633,3.8943798345536e-159,"2","MXRA7"
4.75252623588539e-163,1.23042935973165,0.283,0.117,1.46392065643978e-158,"2","C1QTNF7"
4.75900658416191e-163,1.17725888948745,0.27,0.108,1.46591679811939e-158,"2","BEND6"
2.92090461428214e-160,0.573043100248894,0.805,0.6,8.99726248337328e-156,"2","HDLBP"
7.23708709178265e-159,1.00967503719063,0.345,0.158,2.22923993688181e-154,"2","VIT"
1.1029724572535e-158,0.931793381929292,0.391,0.191,3.39748606007796e-154,"2","NUDT1"
1.51960289999217e-158,1.11542859818841,0.281,0.115,4.68083281284588e-154,"2","BX322234.1"
2.22016133510282e-158,0.978974886629671,0.301,0.13,6.83876296051721e-154,"2","PAPSS2"
9.35943770720471e-158,0.652594060192658,0.661,0.425,2.88298759695027e-153,"2","SMIM14"
4.32113104015098e-157,0.866087209671334,0.402,0.2,1.33103799429771e-152,"2","SPSB1"
4.94125725635773e-157,0.986305932968047,0.375,0.182,1.52205547267587e-152,"2","PCDHGC3"
6.439461728548e-157,0.526599910287681,0.752,0.523,1.98354739624464e-152,"2","PLPP3"
4.65416270629856e-156,1.01719213974402,0.431,0.224,1.43362173842115e-151,"2","CHI3L1"
7.67715424572592e-156,0.536980848999575,0.832,0.64,2.36479382231095e-151,"2","SDF4"
1.41390854156386e-155,0.972326703792797,0.328,0.146,4.35526248057915e-151,"2","FEZ1"
1.77903608857967e-155,0.547857680032086,0.807,0.58,5.47996486365197e-151,"2","NUCB2"
1.10736115342534e-154,0.654173851243892,0.629,0.392,3.41100456089609e-150,"2","AIG1"
1.68794402731246e-154,0.563710252123188,0.776,0.548,5.19937398733058e-150,"2","HEXB"
2.69326392845363e-154,1.25452875955918,0.35,0.166,8.2960608788157e-150,"2","ADAMTS5"
3.74336158027659e-153,0.860466567135421,0.447,0.237,1.1530676675726e-148,"2","CNPY4"
1.9597235892779e-151,0.560068055951628,0.66,0.407,6.03653657205271e-147,"2","RAB31"
2.12014721410007e-150,0.544977455148474,0.575,0.326,6.53068946359244e-146,"2","TENT5A"
7.81728648310985e-150,1.0764060120748,0.261,0.106,2.40795875539233e-145,"2","WNT5B"
3.91301550312606e-149,1.27715188555309,0.615,0.422,1.20532616542792e-144,"2","CD55"
4.18671929606141e-149,0.798063002477628,0.563,0.341,1.2896351447658e-144,"2","FUCA2"
4.93033526387423e-149,0.788326852213208,0.443,0.233,1.51869117133118e-144,"2","ABHD14A"
8.35284481313435e-149,0.807348716902497,0.42,0.214,2.57292678778978e-144,"2","TMEM45A"
8.79606624596771e-149,0.502162621119283,0.884,0.729,2.70945228574543e-144,"2","MICOS10"
1.3783622104997e-148,0.776635804141096,0.455,0.241,4.24576911700224e-144,"2","PFN2"
1.44471490752597e-146,0.578457028282701,0.689,0.442,4.45015532965224e-142,"2","RAB34"
1.46531953457443e-146,0.713867457303596,0.427,0.218,4.51362376234961e-142,"2","ECHDC2"
2.41033960939496e-146,0.730581484155473,0.572,0.347,7.42456909881929e-142,"2","BMP1"
7.07436250742105e-146,0.682616859896164,0.559,0.329,2.17911588316091e-141,"2","IAH1"
1.10685246649869e-145,0.676477007251204,0.649,0.427,3.40943765255591e-141,"2","LAMP2"
1.70545154000923e-145,0.842694264741139,0.367,0.179,5.25330237869042e-141,"2","RARRES1"
1.09045972193643e-143,1.02951770157199,0.343,0.165,3.35894308148078e-139,"2","NDFIP2"
5.30190218369766e-142,0.684865593502524,0.521,0.301,1.63314492964439e-137,"2","APPL2"
5.65897326788426e-142,0.737553290656108,0.441,0.234,1.74313353570639e-137,"2","ITIH5"
1.52544967865394e-141,0.864800806328734,0.396,0.203,4.69884264515775e-137,"2","RARG"
8.40098466704107e-141,0.871642856798093,0.378,0.189,2.58775530698866e-136,"2","DSEL"
1.23561979456472e-140,0.769271467419297,0.308,0.138,3.80607965319772e-136,"2","STON2"
6.52413513231862e-140,0.653439918751753,0.454,0.241,2.0096293448081e-135,"2","FAM20C"
8.88625528616229e-139,1.05559770371219,0.294,0.132,2.73723321579657e-134,"2","TMEM237"
2.33139866086896e-138,1.07332527041531,0.283,0.124,7.18140729507464e-134,"2","TSKU"
3.05959126940987e-138,0.51107504834571,0.806,0.618,9.42445898716321e-134,"2","SEC31A"
1.54614073443996e-136,0.749180915064763,0.411,0.217,4.76257730429542e-132,"2","KIAA1324L"
1.95959766284189e-136,0.564221934080911,0.489,0.279,6.03614868085189e-132,"2","RGCC"
3.08765065578609e-136,0.699100288552714,0.492,0.28,9.51089031501788e-132,"2","JDP2"
7.61505088827461e-136,0.515328952065566,0.263,0.111,2.34566412511523e-131,"2","MEG8"
5.98726631442922e-135,0.767479259783565,0.496,0.288,1.84425764283363e-130,"2","GAA"
9.57051163151778e-135,0.511927400633988,0.774,0.563,2.94800469785642e-130,"2","CD164"
2.8668688339478e-134,0.962063169987857,0.327,0.156,8.83081606920941e-130,"2","SREBF1"
3.28209073376328e-134,0.747427039157861,0.532,0.318,1.0109824087211e-129,"2","GLMP"
5.77094397342641e-134,0.908658320624941,0.267,0.115,1.77762387213454e-129,"2","LGR4"
9.015697913937e-133,0.502679296616197,0.774,0.572,2.77710542843002e-128,"2","ANXA11"
2.36347798714804e-132,0.659204489492889,0.449,0.247,7.28022124381212e-128,"2","EML1"
7.0450195584537e-131,0.662314552563288,0.611,0.396,2.17007737459049e-126,"2","SLC39A7"
7.12574227378415e-131,0.926024173703434,0.332,0.161,2.19494239259373e-126,"2","B3GNT9"
7.17450910497885e-131,0.525839706687584,0.426,0.224,2.20996403960664e-126,"2","FGL2"
1.4033613593686e-130,0.716369831742042,0.408,0.213,4.3227739952631e-126,"2","VASN"
3.23545788295371e-130,0.518503842635445,0.393,0.205,9.9661809168623e-126,"2","PCSK5"
5.8203008803915e-130,0.504935505195628,0.602,0.374,1.79282728018699e-125,"2","PMEPA1"
8.1018984137744e-130,0.731587955139285,0.535,0.331,2.49562776839493e-125,"2","ACSL3"
1.0135242183686e-129,0.559883096768098,0.616,0.38,3.1219586498408e-125,"2","SCPEP1"
7.73835920792599e-129,0.659409833875271,0.399,0.206,2.38364678681744e-124,"2","CEP126"
1.66189714726732e-128,0.610568199187806,0.697,0.493,5.11914178272752e-124,"2","CCPG1"
1.4738416341849e-127,0.870310683934759,0.351,0.177,4.53987438577975e-123,"2","SMPD1"
1.83615821499504e-126,0.6622693189291,0.532,0.324,5.65591814964923e-122,"2","GJA1"
4.4813337172902e-126,0.512116175794861,0.557,0.338,1.3803852249369e-121,"2","TPST1"
1.76950557396169e-125,0.791783473808942,0.348,0.175,5.4506080194742e-121,"2","CRY2"
1.96959901615073e-125,0.66151113383336,0.435,0.235,6.06695584944909e-121,"2","PRRX2"
2.58490953342768e-125,0.530115126632786,0.739,0.526,7.96229683581728e-121,"2","TCEAL9"
1.04071433804188e-124,1.02304656293177,0.321,0.16,3.2057123754704e-120,"2","ALDH1A3"
1.17577156565208e-124,0.609652801191679,0.578,0.36,3.62172915367811e-120,"2","PLIN3"
2.14037474029334e-124,0.721796660490314,0.439,0.246,6.59299631252559e-120,"2","CHPT1"
3.55098433287583e-124,0.83171807702282,0.393,0.213,1.09380970405574e-119,"2","P3H4"
9.3062366918618e-124,0.574330524435702,0.355,0.179,2.86660008819419e-119,"2","NIBAN1"
1.06213532477098e-123,1.02754004754038,0.261,0.116,3.27169544089206e-119,"2","KREMEN1"
9.82673857984638e-122,0.519934850773674,0.729,0.52,3.02693028475008e-117,"2","SEC13"
2.32003265250799e-121,0.78381958341119,0.427,0.239,7.14639657952037e-117,"2","NRBF2"
5.16699391817291e-121,0.612442706657803,0.562,0.351,1.5915891366148e-116,"2","TMED4"
8.08418689738147e-121,0.516304099932156,0.774,0.569,2.49017209000041e-116,"2","HM13"
9.66449255032189e-121,0.919987644799656,0.318,0.158,2.97695364027565e-116,"2","C1QTNF6"
1.32704383148443e-120,0.903873555383817,0.363,0.194,4.0876931141215e-116,"2","DRAM1"
1.15426815330949e-119,0.777632504467082,0.422,0.235,3.55549219263923e-115,"2","SLC35B2"
3.46001799305269e-119,0.500103529606755,0.667,0.438,1.06578934240002e-114,"2","WLS"
5.46143716331394e-119,0.597001270501938,0.395,0.208,1.68228648941559e-114,"2","ZFHX4"
7.27689872707598e-119,0.867213476491031,0.344,0.177,2.24150311490121e-114,"2","ST3GAL4"
1.09856036252018e-117,0.684062919442986,0.497,0.295,3.3838954846709e-113,"2","TPBG"
1.30121437440322e-117,0.858444611510189,0.401,0.224,4.00813063747425e-113,"2","FBLN7"
